codigo_recurso;descripcion;categoria;unidad_fuente;pais_codigo;moneda;precio_referencia;precio_min;precio_max;fuente;fecha_consulta;confianza;incluye_iva;incluye_transporte;origen;observaciones
MO-OF1-CARP;Oficial de 1ª carpintero de obra (encofrador).;mano_obra;h;CO;COP;13750;11250;16250;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-CARP;Oficial de 1ª carpintero de obra (encofrador).;mano_obra;h;PE;PEN;8.71875;8.71875;8.71875;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-CARP;Oficial de 1ª carpintero de obra (encofrador).;mano_obra;h;MX;MXN;93.75;81.25;106.25;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-CARP;Oficial de 1ª carpintero de obra (encofrador).;mano_obra;h;EC;USD;2.70875;2.70875;2.70875;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-CARP;Oficial de 1ª carpintero de obra (encofrador).;mano_obra;h;PA;USD;5.625;5;6.25;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-CARP;Oficial de 1ª carpintero de obra (encofrador).;mano_obra;h;SV;USD;3.5;3.125;4.375;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-CARP;Oficial de 1ª carpintero de obra (encofrador).;mano_obra;h;CL;CLP;6875;5625;8125;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-CARP;Oficial de 1ª carpintero de obra (encofrador).;mano_obra;h;AR;ARS;5703;5142;6348;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-SOLD;Oficial de 1ª soldador.;mano_obra;h;CO;COP;17187.5;13750;20625;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;referencia;no_aplica;no_aplica;nacional;"Jornal del oficio normalizado a 8 h; no incluye automáticamente cargas del empleador."
MO-OF1-SOLD;Oficial de 1ª soldador.;mano_obra;h;PE;PEN;8.71875;8.71875;8.71875;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-SOLD;Oficial de 1ª soldador.;mano_obra;h;MX;MXN;168.75;137.5;200;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;referencia;no_aplica;no_aplica;nacional;"Jornal del oficio normalizado a 8 h; no incluye automáticamente cargas del empleador."
MO-OF1-SOLD;Oficial de 1ª soldador.;mano_obra;h;EC;USD;3.385;3.385;3.385;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;referencia;no_aplica;no_aplica;nacional;"Jornal del oficio normalizado a 8 h; no incluye automáticamente cargas del empleador."
MO-OF1-SOLD;Oficial de 1ª soldador.;mano_obra;h;PA;USD;5.625;5;6.25;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-SOLD;Oficial de 1ª soldador.;mano_obra;h;SV;USD;3.5;3.125;4.375;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-SOLD;Oficial de 1ª soldador.;mano_obra;h;CL;CLP;6875;5625;8125;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-SOLD;Oficial de 1ª soldador.;mano_obra;h;AR;ARS;5703;5142;6348;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-CARPM;Oficial de 1ª carpintero de madera estructural.;mano_obra;h;CO;COP;13750;11250;16250;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-CARPM;Oficial de 1ª carpintero de madera estructural.;mano_obra;h;PE;PEN;8.71875;8.71875;8.71875;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-CARPM;Oficial de 1ª carpintero de madera estructural.;mano_obra;h;MX;MXN;93.75;81.25;106.25;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-CARPM;Oficial de 1ª carpintero de madera estructural.;mano_obra;h;EC;USD;2.70875;2.70875;2.70875;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-CARPM;Oficial de 1ª carpintero de madera estructural.;mano_obra;h;PA;USD;5.625;5;6.25;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-CARPM;Oficial de 1ª carpintero de madera estructural.;mano_obra;h;SV;USD;3.5;3.125;4.375;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-CARPM;Oficial de 1ª carpintero de madera estructural.;mano_obra;h;CL;CLP;6875;5625;8125;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-CARPM;Oficial de 1ª carpintero de madera estructural.;mano_obra;h;AR;ARS;5703;5142;6348;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-VIDR;Oficial de 1ª vidriero.;mano_obra;h;CO;COP;13750;11250;16250;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-VIDR;Oficial de 1ª vidriero.;mano_obra;h;PE;PEN;8.71875;8.71875;8.71875;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-VIDR;Oficial de 1ª vidriero.;mano_obra;h;MX;MXN;93.75;81.25;106.25;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-VIDR;Oficial de 1ª vidriero.;mano_obra;h;EC;USD;2.70875;2.70875;2.70875;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-VIDR;Oficial de 1ª vidriero.;mano_obra;h;PA;USD;5.625;5;6.25;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-VIDR;Oficial de 1ª vidriero.;mano_obra;h;SV;USD;3.5;3.125;4.375;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-VIDR;Oficial de 1ª vidriero.;mano_obra;h;CL;CLP;6875;5625;8125;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-VIDR;Oficial de 1ª vidriero.;mano_obra;h;AR;ARS;5703;5142;6348;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-AC;Oficial de 1ª técnico en refrigeración y climatización.;mano_obra;h;CO;COP;13750;11250;16250;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-AC;Oficial de 1ª técnico en refrigeración y climatización.;mano_obra;h;PE;PEN;8.71875;8.71875;8.71875;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-AC;Oficial de 1ª técnico en refrigeración y climatización.;mano_obra;h;MX;MXN;93.75;81.25;106.25;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-AC;Oficial de 1ª técnico en refrigeración y climatización.;mano_obra;h;EC;USD;2.70875;2.70875;2.70875;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-AC;Oficial de 1ª técnico en refrigeración y climatización.;mano_obra;h;PA;USD;5.625;5;6.25;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-AC;Oficial de 1ª técnico en refrigeración y climatización.;mano_obra;h;SV;USD;3.5;3.125;4.375;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-AC;Oficial de 1ª técnico en refrigeración y climatización.;mano_obra;h;CL;CLP;6875;5625;8125;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-AC;Oficial de 1ª técnico en refrigeración y climatización.;mano_obra;h;AR;ARS;5703;5142;6348;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-JARD;Oficial de 1ª jardinero.;mano_obra;h;CO;COP;13750;11250;16250;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-JARD;Oficial de 1ª jardinero.;mano_obra;h;PE;PEN;8.71875;8.71875;8.71875;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-JARD;Oficial de 1ª jardinero.;mano_obra;h;MX;MXN;93.75;81.25;106.25;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-JARD;Oficial de 1ª jardinero.;mano_obra;h;EC;USD;2.70875;2.70875;2.70875;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-JARD;Oficial de 1ª jardinero.;mano_obra;h;PA;USD;5.625;5;6.25;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-JARD;Oficial de 1ª jardinero.;mano_obra;h;SV;USD;3.5;3.125;4.375;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-JARD;Oficial de 1ª jardinero.;mano_obra;h;CL;CLP;6875;5625;8125;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MO-OF1-JARD;Oficial de 1ª jardinero.;mano_obra;h;AR;ARS;5703;5142;6348;docs/INVESTIGACION_PRECIOS_RONDA_5_MANO_OBRA.md;2026-08-25;derivado;no_aplica;no_aplica;nacional;"Tarifa derivada del oficial general por falta de jornal local del oficio; no incluye automáticamente cargas del empleador."
MT-ADH-C2TE;Adhesivo cementoso mejorado tipo C2 TE, de deslizamiento reducido y tiempo abierto ampliado, para colocación de porcelanato en capa fina.;materiales;kg;CO;COP;2365;1276;3454;docs/INVESTIGACION_PRECIOS_RONDA_4.md;2026-08-25;referencia;por_verificar;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-ADH-C2TE;Adhesivo cementoso mejorado tipo C2 TE, de deslizamiento reducido y tiempo abierto ampliado, para colocación de porcelanato en capa fina.;materiales;kg;PE;PEN;1.476;0.676;1.68;docs/INVESTIGACION_PRECIOS_RONDA_4.md;2026-08-25;referencia;por_verificar;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-ADH-C2TE;Adhesivo cementoso mejorado tipo C2 TE, de deslizamiento reducido y tiempo abierto ampliado, para colocación de porcelanato en capa fina.;materiales;kg;MX;MXN;16.04;16.04;16.04;docs/INVESTIGACION_PRECIOS_RONDA_4.md;2026-08-25;referencia;por_verificar;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-ADH-C2TE;Adhesivo cementoso mejorado tipo C2 TE, de deslizamiento reducido y tiempo abierto ampliado, para colocación de porcelanato en capa fina.;materiales;kg;EC;USD;0.261333;0.226667;0.298667;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ADH-C2TE;Adhesivo cementoso mejorado tipo C2 TE, de deslizamiento reducido y tiempo abierto ampliado, para colocación de porcelanato en capa fina.;materiales;kg;PA;USD;0.385185;0.319577;0.450794;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ADH-C2TE;Adhesivo cementoso mejorado tipo C2 TE, de deslizamiento reducido y tiempo abierto ampliado, para colocación de porcelanato en capa fina.;materiales;kg;SV;USD;0.353852;0.257897;0.394815;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ADH-C2TE;Adhesivo cementoso mejorado tipo C2 TE, de deslizamiento reducido y tiempo abierto ampliado, para colocación de porcelanato en capa fina.;materiales;kg;CL;CLP;360.10582;239.12;382.214815;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ADH-C2TE;Adhesivo cementoso mejorado tipo C2 TE, de deslizamiento reducido y tiempo abierto ampliado, para colocación de porcelanato en capa fina.;materiales;kg;AR;ARS;472.207792;383.322078;642.614411;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ADH-C1;Adhesivo cementoso normal tipo C1, color gris, para colocación de cerámica en capa fina.;materiales;kg;CO;COP;1276;1276;1276;docs/INVESTIGACION_PRECIOS_RONDA_4.md;2026-08-25;derivado;por_verificar;no_confirmado;nacional;"Derivado del extremo inferior de la familia de adhesivos; validar producto C1 concreto."
MT-ADH-C1;Adhesivo cementoso normal tipo C1, color gris, para colocación de cerámica en capa fina.;materiales;kg;PE;PEN;0.676;0.676;0.676;docs/INVESTIGACION_PRECIOS_RONDA_4.md;2026-08-25;derivado;por_verificar;no_confirmado;nacional;"Derivado del extremo inferior de la familia de adhesivos; validar producto C1 concreto."
MT-ADH-C1;Adhesivo cementoso normal tipo C1, color gris, para colocación de cerámica en capa fina.;materiales;kg;MX;MXN;4.76;3.723333;6.360952;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ADH-C1;Adhesivo cementoso normal tipo C1, color gris, para colocación de cerámica en capa fina.;materiales;kg;EC;USD;0.196;0.17;0.224;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ADH-C1;Adhesivo cementoso normal tipo C1, color gris, para colocación de cerámica en capa fina.;materiales;kg;PA;USD;0.288889;0.239683;0.338095;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
