codigo;capitulo;titulo;unidad;mano_obra;horas_oficial_por_unidad;horas_ayudante_por_unidad;horas_persona_por_unidad;horas_equipo_por_unidad;recursos;recursos_provisionales_ve;codigos_provisionales_ve;coste_directo_ve_usd;precio_venta_ve_usd;descripcion_caracteres;codigo_legacy;apu_duplicado
01.08.01.130;01;Zona de lavado de herramienta.;ud;MO-OF1-PLO · plomería · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.0000;5;2;MT-CINTA-ENM,MT-LLAVE-PROV;16.83;22.72;121;;
01.08.01.140;01;Acometida provisional de agua.;ud;MO-OF1-PLO · plomería · 1.5000 h/ud | MO-AYU · apoyo general de obra · 0.7000 h/ud;1.5000;0.7000;2.2000;0.0000;5;2;MT-LLAVE-PROV,MT-MANGUERA;38.88;52.49;119;;
01.08.01.150;01;Red provisional de desagüe de obra.;ud;MO-OF1-PLO · plomería · 1.2000 h/ud | MO-AYU · apoyo general de obra · 0.6000 h/ud;1.2000;0.6000;1.8000;0.0000;4;0;;40.20;54.27;108;;
02.01.01.010;02;Demolición de losa de fundación de concreto armado.;m³;MO-OF1-ALB · albañilería · 0.8500 h/m³ | MO-AYU-ESP · apoyo especializado de obra · 2.1000 h/m³ | MO-AYU · apoyo general de obra · 2.4000 h/m³;0.8500;4.5000;5.3500;3.9000;8;5;MQ-MART-NEUM,MQ-OXICORTE,MQ-RETRO,MT-CONS-DEM,MT-OXI-CONS;92.18;124.45;596;CT-02-16-010;
02.01.01.020;02;Demolición de viga de riostra o muro de contención de concreto.;m³;MO-OF1-ALB · albañilería · 1.0000 h/m³ | MO-AYU-ESP · apoyo especializado de obra · 2.4000 h/m³ | MO-AYU · apoyo general de obra · 2.7000 h/m³;1.0000;5.1000;6.1000;3.8500;9;5;MQ-MART-NEUM,MQ-OXICORTE,MQ-RETRO,MT-CONS-DEM,MT-OXI-CONS;80.32;108.43;539;CT-02-16-020;
02.01.01.030;02;Demolición de zapata o pedestal de concreto armado.;m³;MO-OF1-ALB · albañilería · 1.1000 h/m³ | MO-AYU-ESP · apoyo especializado de obra · 2.6000 h/m³ | MO-AYU · apoyo general de obra · 2.9000 h/m³;1.1000;5.5000;6.6000;4.2500;8;5;MQ-MART-NEUM,MQ-OXICORTE,MQ-RETRO,MT-CONS-DEM,MT-OXI-CONS;87.68;118.37;675;CT-02-16-030;
02.01.01.040;02;Demolición de muro de sótano de concreto armado.;m3;MO-OF1-ALB · albañilería · 0.9000 h/m3 | MO-AYU-ESP · apoyo especializado de obra · 2.4000 h/m3 | MO-AYU · apoyo general de obra · 2.6000 h/m3;0.9000;5.0000;5.9000;3.3000;7;4;MQ-MART-NEUM,MQ-OXICORTE,MT-CONS-DEM,MT-OXI-CONS;64.83;87.52;223;;
02.01.01.050;02;Demolición de platea de fundación.;m3;MO-OF1-ALB · albañilería · 0.8000 h/m3 | MO-AYU-ESP · apoyo especializado de obra · 2.0000 h/m3 | MO-AYU · apoyo general de obra · 2.2000 h/m3;0.8000;4.2000;5.0000;2.8000;7;4;MQ-MART-NEUM,MQ-OXICORTE,MT-CONS-DEM,MT-OXI-CONS;55.30;74.65;191;;2
02.01.01.060;02;Corte y demolición de viga de fundación.;m;MO-OF1-ALB · albañilería · 0.5000 h/m | MO-AYU-ESP · apoyo especializado de obra · 1.0000 h/m | MO-AYU · apoyo general de obra · 1.1000 h/m;0.5000;2.1000;2.6000;1.2500;7;4;MQ-MART-NEUM,MQ-OXICORTE,MT-CONS-DEM,MT-OXI-CONS;26.11;35.25;190;;2
02.01.01.070;02;Demolición de cabezal de pilote.;m3;MO-OF1-ALB · albañilería · 1.0000 h/m3 | MO-AYU-ESP · apoyo especializado de obra · 2.2000 h/m3 | MO-AYU · apoyo general de obra · 2.4000 h/m3;1.0000;4.6000;5.6000;2.9000;7;4;MQ-MART-NEUM,MQ-OXICORTE,MT-CONS-DEM,MT-OXI-CONS;59.91;80.88;197;;
02.01.01.080;02;Demolición de fundación de mampostería.;m3;MO-OF1-ALB · albañilería · 0.6000 h/m3 | MO-AYU-ESP · apoyo especializado de obra · 1.8000 h/m3 | MO-AYU · apoyo general de obra · 2.0000 h/m3;0.6000;3.8000;4.4000;2.6000;7;4;MQ-MART-NEUM,MQ-RETRO,MT-CONS-DEM,MT-SAC-ESC;65.44;88.35;166;;
02.01.01.090;02;Corte de muro de fundación con disco.;m;MO-OF1-ALB · albañilería · 0.6000 h/m | MO-AYU · apoyo general de obra · 0.6000 h/m;0.6000;0.6000;1.2000;1.0000;5;3;MQ-ASPIR,MQ-CORT-AGUA,MT-CONS-DEM;9.02;12.18;189;;
02.01.01.100;02;Demolición de sobrecimiento de concreto.;m3;MO-OF1-ALB · albañilería · 0.7000 h/m3 | MO-AYU-ESP · apoyo especializado de obra · 1.6000 h/m3 | MO-AYU · apoyo general de obra · 1.8000 h/m3;0.7000;3.4000;4.1000;2.0000;6;3;MQ-MART-ELEC,MT-CONS-DEM,MT-SAC-ESC;27.05;36.51;165;;
02.01.01.110;02;Demolición de base de concreto ciclópeo.;m3;MO-OF1-ALB · albañilería · 0.6000 h/m3 | MO-AYU-ESP · apoyo especializado de obra · 1.8000 h/m3 | MO-AYU · apoyo general de obra · 2.0000 h/m3;0.6000;3.8000;4.4000;2.9000;7;4;MQ-MART-NEUM,MQ-RETRO,MT-CONS-DEM,MT-SAC-ESC;71.49;96.52;146;;
02.01.01.120;02;Apertura de hueco en losa de fundación.;m2;MO-OF1-ALB · albañilería · 0.6000 h/m2 | MO-AYU-ESP · apoyo especializado de obra · 0.8000 h/m2 | MO-AYU · apoyo general de obra · 0.9000 h/m2;0.6000;1.7000;2.3000;1.3000;7;4;MQ-CORT-AGUA,MQ-MART-ELEC,MT-CONS-DEM,MT-OXI-CONS;15.97;21.56;194;;
02.01.01.130;02;Demolición de muro de piedra de fundación.;m3;MO-OF1-ALB · albañilería · 0.6000 h/m3 | MO-AYU-ESP · apoyo especializado de obra · 1.7000 h/m3 | MO-AYU · apoyo general de obra · 1.9000 h/m3;0.6000;3.6000;4.2000;2.7000;7;4;MQ-MART-NEUM,MQ-RETRO,MT-CONS-DEM,MT-SAC-ESC;65.94;89.02;148;;
02.01.01.140;02;Desmontaje de encofrado perdido en fundación.;m;MO-AYU-ESP · apoyo especializado de obra · 0.4000 h/m | MO-AYU · apoyo general de obra · 0.4000 h/m;0.0000;0.8000;0.8000;0.1500;5;3;MQ-SIERRA,MT-CONS-DEM,MT-SAC-ESC;3.93;5.31;157;;
02.01.01.150;02;Demolición de viga de corona de fundación.;m3;MO-OF1-ALB · albañilería · 0.8000 h/m3 | MO-AYU-ESP · apoyo especializado de obra · 2.0000 h/m3 | MO-AYU · apoyo general de obra · 2.2000 h/m3;0.8000;4.2000;5.0000;2.8000;7;4;MQ-MART-NEUM,MQ-OXICORTE,MT-CONS-DEM,MT-OXI-CONS;55.30;74.65;175;;2
02.01.01.160;02;Demolición de pedestal de concreto armado.;m3;MO-OF1-ALB · albañilería · 0.9000 h/m3 | MO-AYU-ESP · apoyo especializado de obra · 2.2000 h/m3 | MO-AYU · apoyo general de obra · 2.4000 h/m3;0.9000;4.6000;5.5000;3.0000;7;4;MQ-MART-NEUM,MQ-OXICORTE,MT-CONS-DEM,MT-OXI-CONS;60.01;81.02;168;;2
02.01.01.170;02;Demolición de losa de piso de sótano.;m2;MO-OF1-ALB · albañilería · 0.5000 h/m2 | MO-AYU-ESP · apoyo especializado de obra · 1.0000 h/m2 | MO-AYU · apoyo general de obra · 1.2000 h/m2;0.5000;2.2000;2.7000;1.4000;7;4;MQ-MART-NEUM,MQ-OXICORTE,MT-CONS-DEM,MT-OXI-CONS;28.87;38.97;160;;
02.01.01.180;02;Demolición de contrapiso de fundación.;m3;MO-OF1-ALB · albañilería · 0.4000 h/m3 | MO-AYU-ESP · apoyo especializado de obra · 1.0000 h/m3 | MO-AYU · apoyo general de obra · 1.2000 h/m3;0.4000;2.2000;2.6000;1.7000;7;4;MQ-MART-NEUM,MQ-RETRO,MT-CONS-DEM,MT-SAC-ESC;44.27;59.76;154;;
02.02.01.010;02;Desmontaje de estructura metálica.;kg;MO-OF1-ALB · albañilería · 0.0160 h/kg | MO-AYU-ESP · apoyo especializado de obra · 0.0140 h/kg | MO-AYU · apoyo general de obra · 0.0120 h/kg;0.0160;0.0260;0.0420;0.0300;8;4;MQ-ANDAMIO,MQ-MONTAC,MQ-OXICORTE,MT-OXI-CONS;0.39;0.52;682;CT-02-15-010;
02.02.01.020;02;Demolición de columna de concreto armado.;m³;MO-OF1-ALB · albañilería · 1.4000 h/m³ | MO-AYU-ESP · apoyo especializado de obra · 3.0000 h/m³ | MO-AYU · apoyo general de obra · 3.3000 h/m³;1.4000;6.3000;7.7000;4.7500;10;5;MQ-MART-NEUM,MQ-MONTAC,MQ-OXICORTE,MT-CONS-DEM,MT-OXI-CONS;91.92;124.09;613;CT-02-15-020;
02.02.01.030;02;Demolición de viga de concreto armado.;m³;MO-OF1-ALB · albañilería · 1.5500 h/m³ | MO-AYU-ESP · apoyo especializado de obra · 3.2000 h/m³ | MO-AYU · apoyo general de obra · 3.5000 h/m³;1.5500;6.7000;8.2500;7.2200;11;6;MQ-ANDAMIO,MQ-MART-NEUM,MQ-MONTAC,MQ-OXICORTE,MT-CONS-DEM,MT-OXI-CONS;102.61;138.52;536;CT-02-15-030;
02.02.01.040;02;Demolición de losa de entrepiso maciza o nervada.;m²;MO-OF1-ALB · albañilería · 0.5500 h/m² | MO-AYU-ESP · apoyo especializado de obra · 1.1500 h/m² | MO-AYU · apoyo general de obra · 1.3000 h/m²;0.5500;2.4500;3.0000;1.7700;10;5;MQ-MART-NEUM,MQ-MONTAC,MQ-OXICORTE,MT-CONS-DEM,MT-OXI-CONS;35.21;47.53;590;CT-02-15-040;
02.02.01.050;02;Apertura de hueco en losa de concreto armado.;m²;MO-OF1-ALB · albañilería · 0.9000 h/m² | MO-AYU-ESP · apoyo especializado de obra · 1.1000 h/m² | MO-AYU · apoyo general de obra · 1.2000 h/m²;0.9000;2.3000;3.2000;2.4300;11;6;MQ-AMOLA,MQ-MART-ELEC,MQ-MONTAC,MQ-OXICORTE,MT-CONS-DEM,MT-OXI-CONS;27.61;37.28;635;CT-02-15-050;
02.02.01.060;02;Desmontaje de estructura de madera.;m²;MO-OF1-ALB · albañilería · 0.4200 h/m² | MO-AYU-ESP · apoyo especializado de obra · 0.4800 h/m² | MO-AYU · apoyo general de obra · 0.5200 h/m²;0.4200;1.0000;1.4200;0.7400;9;4;MQ-ANDAMIO,MQ-MONTAC,MQ-SIERRA,MT-CONS-DEM;10.00;13.50;643;CT-02-15-060;
02.02.01.070;02;Corte de concreto con disco de diamante.;m;MO-OF1-ALB · albañilería · 0.4000 h/m | MO-AYU · apoyo general de obra · 0.2800 h/m;0.4000;0.2800;0.6800;0.5400;7;4;MQ-AMOLA,MQ-ASPIR,MT-AGUA-OBRA,MT-CONS-DEM;5.33;7.19;583;CT-02-15-070;
02.02.01.080;02;Demolición de escalera estructural de concreto armado.;m3;MO-OF1-ALB · albañilería · 0.9000 h/m3 | MO-AYU-ESP · apoyo especializado de obra · 2.2000 h/m3 | MO-AYU · apoyo general de obra · 2.4000 h/m3;0.9000;4.6000;5.5000;3.0000;7;4;MQ-MART-NEUM,MQ-OXICORTE,MT-CONS-DEM,MT-OXI-CONS;60.41;81.55;196;;
02.02.01.090;02;Demolición de viga de amarre.;m;MO-OF1-ALB · albañilería · 0.5000 h/m | MO-AYU-ESP · apoyo especializado de obra · 1.0000 h/m | MO-AYU · apoyo general de obra · 1.1000 h/m;0.5000;2.1000;2.6000;1.2500;7;4;MQ-MART-NEUM,MQ-OXICORTE,MT-CONS-DEM,MT-OXI-CONS;26.11;35.25;170;;2
02.02.01.100;02;Demolición de losa nervada.;m2;MO-OF1-ALB · albañilería · 0.6000 h/m2 | MO-AYU-ESP · apoyo especializado de obra · 1.4000 h/m2 | MO-AYU · apoyo general de obra · 1.5000 h/m2;0.6000;2.9000;3.5000;1.9000;7;4;MQ-MART-NEUM,MQ-OXICORTE,MT-CONS-DEM,MT-OXI-CONS;38.05;51.36;184;;4
02.02.01.110;02;Demolición de muro estructural de concreto.;m3;MO-OF1-ALB · albañilería · 1.0000 h/m3 | MO-AYU-ESP · apoyo especializado de obra · 2.4000 h/m3 | MO-AYU · apoyo general de obra · 2.6000 h/m3;1.0000;5.0000;6.0000;3.3000;7;4;MQ-MART-NEUM,MQ-OXICORTE,MT-CONS-DEM,MT-OXI-CONS;65.61;88.57;184;;2
02.02.01.120;02;Desmontaje de correa o viga metálica.;m;MO-OF1-SOLD · soldadura · 0.4000 h/m | MO-AYU · apoyo general de obra · 0.4000 h/m;0.4000;0.4000;0.8000;0.4500;5;3;MQ-MONTAC,MQ-OXICORTE,MT-OXI-CONS;7.32;9.88;165;;
02.02.01.130;02;Demolición de losa de concreto con nervios.;m2;MO-OF1-ALB · albañilería · 0.7000 h/m2 | MO-AYU-ESP · apoyo especializado de obra · 1.6000 h/m2 | MO-AYU · apoyo general de obra · 1.7000 h/m2;0.7000;3.3000;4.0000;2.1000;7;4;MQ-MART-NEUM,MQ-OXICORTE,MT-CONS-DEM,MT-OXI-CONS;42.76;57.73;174;;2
02.02.01.140;02;Demolición de columna de concreto.;m;MO-OF1-ALB · albañilería · 0.6000 h/m | MO-AYU-ESP · apoyo especializado de obra · 1.2000 h/m | MO-AYU · apoyo general de obra · 1.3000 h/m;0.6000;2.5000;3.1000;1.7000;7;4;MQ-MART-NEUM,MQ-OXICORTE,MT-CONS-DEM,MT-OXI-CONS;33.89;45.75;175;;
02.02.01.150;02;Corte de losa para escalera o montacargas.;m2;MO-OF1-ALB · albañilería · 0.7000 h/m2 | MO-AYU-ESP · apoyo especializado de obra · 1.0000 h/m2 | MO-AYU · apoyo general de obra · 1.1000 h/m2;0.7000;2.1000;2.8000;1.6000;7;4;MQ-CORT-AGUA,MQ-MART-ELEC,MT-CONS-DEM,MT-OXI-CONS;19.77;26.68;184;;
02.02.01.160;02;Demolición de mezzanina de concreto.;m2;MO-OF1-ALB · albañilería · 0.6000 h/m2 | MO-AYU-ESP · apoyo especializado de obra · 1.4000 h/m2 | MO-AYU · apoyo general de obra · 1.5000 h/m2;0.6000;2.9000;3.5000;1.9000;7;4;MQ-MART-NEUM,MQ-OXICORTE,MT-CONS-DEM,MT-OXI-CONS;38.05;51.36;165;;4
02.02.01.170;02;Desmontaje de celosía o cercha metálica.;m;MO-OF1-SOLD · soldadura · 0.5000 h/m | MO-AYU · apoyo general de obra · 0.5000 h/m;0.5000;0.5000;1.0000;0.5000;5;3;MQ-GRUA,MQ-OXICORTE,MT-OXI-CONS;14.50;19.57;170;;
02.02.01.180;02;Demolición de losa de techo de concreto.;m2;MO-OF1-ALB · albañilería · 0.6000 h/m2 | MO-AYU-ESP · apoyo especializado de obra · 1.4000 h/m2 | MO-AYU · apoyo general de obra · 1.5000 h/m2;0.6000;2.9000;3.5000;1.9000;7;4;MQ-MART-NEUM,MQ-OXICORTE,MT-CONS-DEM,MT-OXI-CONS;38.05;51.36;164;;4
02.02.01.190;02;Demolición de contrafuerte de concreto.;m3;MO-OF1-ALB · albañilería · 0.9000 h/m3 | MO-AYU-ESP · apoyo especializado de obra · 2.2000 h/m3 | MO-AYU · apoyo general de obra · 2.4000 h/m3;0.9000;4.6000;5.5000;3.0000;7;4;MQ-MART-NEUM,MQ-OXICORTE,MT-CONS-DEM,MT-OXI-CONS;60.01;81.02;146;;2
02.02.01.200;02;Desmontaje de losa colaborante metálica.;m2;MO-OF1-SOLD · soldadura · 0.4000 h/m2 | MO-AYU · apoyo general de obra · 0.4000 h/m2;0.4000;0.4000;0.8000;0.4500;5;3;MQ-MONTAC,MQ-OXICORTE,MT-OXI-CONS;7.32;9.88;179;;
02.02.01.210;02;Demolición de muro de carga de concreto.;m3;MO-OF1-ALB · albañilería · 1.0000 h/m3 | MO-AYU-ESP · apoyo especializado de obra · 2.4000 h/m3 | MO-AYU · apoyo general de obra · 2.6000 h/m3;1.0000;5.0000;6.0000;3.3000;7;4;MQ-MART-NEUM,MQ-OXICORTE,MT-CONS-DEM,MT-OXI-CONS;65.61;88.57;162;;2
02.03.01.010;02;Desmontaje de baranda o pasamanos de balcón.;m;MO-OF1-ALB · albañilería · 0.2300 h/m | MO-AYU · apoyo general de obra · 0.2300 h/m;0.2300;0.2300;0.4600;0.3300;7;3;MQ-ANDAMIO,MQ-OXICORTE,MT-OXI-CONS;4.52;6.10;626;CT-02-07-010;
02.03.01.020;02;Desmontaje de reja de protección en fachada.;m²;MO-OF1-ALB · albañilería · 0.2100 h/m² | MO-AYU · apoyo general de obra · 0.2100 h/m²;0.2100;0.2100;0.4200;0.4100;8;4;MQ-AMOLA,MQ-ANDAMIO,MQ-OXICORTE,MT-OXI-CONS;4.40;5.95;550;CT-02-07-020;
02.03.01.030;02;Demolición de muro de fachada de bloque o ladrillo.;m²;MO-AYU-ESP · apoyo especializado de obra · 0.3600 h/m² | MO-AYU · apoyo general de obra · 0.4000 h/m²;0.0000;0.7600;0.7600;0.8500;8;5;MQ-ANDAMIO,MQ-ASPIR,MQ-MART-ELEC,MT-CONS-DEM,MT-SAC-ESC;6.53;8.82;630;CT-02-07-030;
02.03.01.040;02;Desmontaje de cerramiento ligero de láminas metálicas.;m²;MO-OF1-ALB · albañilería · 0.1800 h/m² | MO-AYU-ESP · apoyo especializado de obra · 0.1900 h/m² | MO-AYU · apoyo general de obra · 0.2100 h/m²;0.1800;0.4000;0.5800;0.6300;8;4;MQ-ANDAMIO,MQ-ATORN,MQ-MONTAC,MT-CONS-DEM;4.60;6.21;596;CT-02-07-040;
02.03.01.050;02;Picado de salpicado o graniplast en fachada.;m²;MO-AYU-ESP · apoyo especializado de obra · 0.3300 h/m² | MO-AYU · apoyo general de obra · 0.3700 h/m²;0.0000;0.7000;0.7000;0.7200;8;5;MQ-ANDAMIO,MQ-ASPIR,MQ-MART-ELEC,MT-CONS-DEM,MT-SAC-ESC;5.48;7.39;684;CT-02-07-050;
02.03.01.060;02;Picado de mortero monocapa en fachada.;m²;MO-AYU-ESP · apoyo especializado de obra · 0.3700 h/m² | MO-AYU · apoyo general de obra · 0.4100 h/m²;0.0000;0.7800;0.7800;0.8100;8;5;MQ-ANDAMIO,MQ-ASPIR,MQ-MART-ELEC,MT-CONS-DEM,MT-SAC-ESC;6.18;8.34;649;CT-02-07-060;
02.03.01.070;02;Desmontaje de muro cortina de vidrio.;m2;MO-OF1-VIDR · vidriería · 0.6000 h/m2 | MO-AYU-ESP · apoyo especializado de obra · 0.6000 h/m2 | MO-AYU · apoyo general de obra · 0.7000 h/m2;0.6000;1.3000;1.9000;0.3500;7;4;MQ-ANDAMIO,MQ-CORT-AGUA,MT-CONS-DEM,MT-SAC-ESC;9.70;13.09;207;;
02.03.01.080;02;Desmontaje de revestimiento de fachada ventilada.;m2;MO-OF1-MON · montaje de prefabricados e instalaciones · 0.5000 h/m2 | MO-AYU-ESP · apoyo especializado de obra · 0.5000 h/m2 | MO-AYU · apoyo general de obra · 0.6000 h/m2;0.5000;1.1000;1.6000;0.3500;7;4;MQ-ANDAMIO,MQ-TALADRO,MT-CONS-DEM,MT-SAC-ESC;8.13;10.97;200;;
02.03.01.090;02;Desmontaje de celosía de fachada.;m2;MO-OF1-MON · montaje de prefabricados e instalaciones · 0.4000 h/m2 | MO-AYU-ESP · apoyo especializado de obra · 0.4000 h/m2 | MO-AYU · apoyo general de obra · 0.5000 h/m2;0.4000;0.9000;1.3000;0.3000;7;4;MQ-ANDAMIO,MQ-TALADRO,MT-CONS-DEM,MT-SAC-ESC;6.61;8.92;162;;2
02.03.01.100;02;Demolición de muro de fachada de concreto.;m2;MO-OF1-ALB · albañilería · 0.6000 h/m2 | MO-AYU-ESP · apoyo especializado de obra · 1.2000 h/m2 | MO-AYU · apoyo general de obra · 1.3000 h/m2;0.6000;2.5000;3.1000;1.7000;7;4;MQ-MART-NEUM,MQ-OXICORTE,MT-CONS-DEM,MT-OXI-CONS;33.89;45.75;178;;
02.03.01.110;02;Desmontaje de revestimiento de piedra en fachada.;m2;MO-OF1-ALB · albañilería · 0.5000 h/m2 | MO-AYU-ESP · apoyo especializado de obra · 0.5000 h/m2 | MO-AYU · apoyo general de obra · 0.6000 h/m2;0.5000;1.1000;1.6000;0.5000;7;4;MQ-ANDAMIO,MQ-MART-ELEC,MT-CONS-DEM,MT-SAC-ESC;9.15;12.35;183;;
02.03.01.120;02;Demolición de muro de fachada de mampostería.;m2;MO-OF1-ALB · albañilería · 0.4000 h/m2 | MO-AYU-ESP · apoyo especializado de obra · 0.8000 h/m2 | MO-AYU · apoyo general de obra · 0.9000 h/m2;0.4000;1.7000;2.1000;0.9800;7;4;MQ-ANDAMIO,MQ-MART-ELEC,MT-CONS-DEM,MT-SAC-ESC;13.08;17.66;152;;2
02.03.01.130;02;Desmontaje de panel sándwich de fachada.;m2;MO-OF1-MON · montaje de prefabricados e instalaciones · 0.4000 h/m2 | MO-AYU-ESP · apoyo especializado de obra · 0.4000 h/m2 | MO-AYU · apoyo general de obra · 0.5000 h/m2;0.4000;0.9000;1.3000;0.3000;7;4;MQ-ANDAMIO,MQ-TALADRO,MT-CONS-DEM,MT-SAC-ESC;6.61;8.92;160;;2
02.03.01.140;02;Picado de aplacado cerámico de fachada.;m2;MO-OF1-ALB · albañilería · 0.4000 h/m2 | MO-AYU-ESP · apoyo especializado de obra · 0.4000 h/m2 | MO-AYU · apoyo general de obra · 0.5000 h/m2;0.4000;0.9000;1.3000;0.4800;7;4;MQ-ANDAMIO,MQ-MART-ELEC,MT-CONS-DEM,MT-SAC-ESC;7.73;10.43;179;;
02.03.01.150;02;Desmontaje de bajante o canalón de fachada.;m;MO-OF1-ALB · albañilería · 0.2000 h/m | MO-AYU-ESP · apoyo especializado de obra · 0.2000 h/m | MO-AYU · apoyo general de obra · 0.2500 h/m;0.2000;0.4500;0.6500;0.1000;6;3;MQ-ANDAMIO,MT-CONS-DEM,MT-SAC-ESC;3.20;4.33;166;;2
02.03.01.160;02;Demolición de cornisa o remate de fachada.;m2;MO-OF1-ALB · albañilería · 0.4000 h/m2 | MO-AYU-ESP · apoyo especializado de obra · 0.8000 h/m2 | MO-AYU · apoyo general de obra · 0.9000 h/m2;0.4000;1.7000;2.1000;0.9800;7;4;MQ-ANDAMIO,MQ-MART-ELEC,MT-CONS-DEM,MT-SAC-ESC;13.08;17.66;157;;2
02.03.01.170;02;Desmontaje de marquesina de fachada.;m2;MO-OF1-SOLD · soldadura · 0.5000 h/m2 | MO-AYU · apoyo general de obra · 0.5000 h/m2;0.5000;0.5000;1.0000;0.6000;6;4;MQ-ANDAMIO,MQ-GRUA,MQ-OXICORTE,MT-OXI-CONS;14.35;19.37;167;;
02.03.01.180;02;Demolición de antepecho de fachada.;m2;MO-OF1-ALB · albañilería · 0.4000 h/m2 | MO-AYU-ESP · apoyo especializado de obra · 0.7000 h/m2 | MO-AYU · apoyo general de obra · 0.8000 h/m2;0.4000;1.5000;1.9000;0.8800;7;4;MQ-ANDAMIO,MQ-MART-ELEC,MT-CONS-DEM,MT-SAC-ESC;11.93;16.11;143;;
02.03.01.190;02;Desmontaje de persiana de fachada.;m2;MO-OF1-MON · montaje de prefabricados e instalaciones · 0.4500 h/m2 | MO-AYU-ESP · apoyo especializado de obra · 0.4000 h/m2 | MO-AYU · apoyo general de obra · 0.5000 h/m2;0.4500;0.9000;1.3500;0.2700;7;4;MQ-ANDAMIO,MQ-TALADRO,MT-CONS-DEM,MT-SAC-ESC;6.83;9.22;169;;
02.03.01.200;02;Picado de friso de fachada.;m2;MO-OF1-ALB · albañilería · 0.4000 h/m2 | MO-AYU-ESP · apoyo especializado de obra · 0.4500 h/m2 | MO-AYU · apoyo general de obra · 0.5000 h/m2;0.4000;0.9500;1.3500;0.5300;7;4;MQ-ANDAMIO,MQ-MART-ELEC,MT-CONS-DEM,MT-SAC-ESC;8.13;10.97;159;;
02.03.01.210;02;Desmontaje de publicidad o letrero de fachada.;m2;MO-OF1-MON · montaje de prefabricados e instalaciones · 0.5000 h/m2 | MO-AYU-ESP · apoyo especializado de obra · 0.4000 h/m2 | MO-AYU · apoyo general de obra · 0.5000 h/m2;0.5000;0.9000;1.4000;0.3500;7;4;MQ-ANDAMIO,MQ-TALADRO,MT-CONS-DEM,MT-SAC-ESC;7.16;9.66;161;;
02.04.01.010;02;Demolición de tabique de bloque o ladrillo, incluidos sus revestimientos.;m²;MO-AYU-ESP · apoyo especializado de obra · 0.2800 h/m² | MO-AYU · apoyo general de obra · 0.3000 h/m²;0.0000;0.5800;0.5800;0.3500;5;3;MQ-ASPIR,MQ-MART-ELEC,MT-SAC-ESC;4.18;5.64;587;CT-02-08-010;
02.04.01.020;02;Demolición de tabique de yeso laminado y su estructura.;m²;MO-AYU-ESP · apoyo especializado de obra · 0.1700 h/m² | MO-AYU · apoyo general de obra · 0.2000 h/m²;0.0000;0.3700;0.3700;0.0900;6;3;MQ-ASPIR,MT-CONS-DEM,MT-SAC-ESC;2.23;3.01;653;CT-02-08-020;
02.04.01.030;02;Demolición de muro de concreto no estructural.;m²;MO-AYU-ESP · apoyo especializado de obra · 0.5400 h/m² | MO-AYU · apoyo general de obra · 0.6000 h/m²;0.0000;1.1400;1.1400;0.8100;9;6;MQ-AMOLA,MQ-ASPIR,MQ-MART-NEUM,MT-CONS-DEM,MT-OXI-CONS,MT-SAC-ESC;13.47;18.19;587;CT-02-08-030;
02.04.01.040;02;Apertura de vano en pared de bloque o ladrillo.;m²;MO-OF1-ALB · albañilería · 0.5500 h/m² | MO-AYU-ESP · apoyo especializado de obra · 0.4800 h/m² | MO-AYU · apoyo general de obra · 0.5200 h/m²;0.5500;1.0000;1.5500;1.2200;10;5;MQ-AMOLA,MQ-ASPIR,MQ-MART-ELEC,MT-CONS-DEM,MT-SAC-ESC;13.43;18.13;728;CT-02-08-040;
02.04.01.050;02;Demolición de tabique de bloque de vidrio.;m²;MO-AYU-ESP · apoyo especializado de obra · 0.3300 h/m² | MO-AYU · apoyo general de obra · 0.3600 h/m²;0.0000;0.6900;0.6900;0.4400;7;4;MQ-ASPIR,MQ-MART-ELEC,MT-CONS-DEM,MT-SAC-ESC;5.22;7.04;686;CT-02-08-050;
02.04.01.060;02;Apertura de nicho u hornacina en pared.;ud;MO-OF1-ALB · albañilería · 1.1000 h/ud | MO-AYU · apoyo general de obra · 0.8000 h/ud;1.1000;0.8000;1.9000;0.8700;11;6;MQ-AMOLA,MQ-ASPIR,MQ-MART-ELEC,MT-AGUA-OBRA,MT-CONS-DEM,MT-SAC-ESC;13.62;18.39;569;CT-02-08-060;
02.04.01.070;02;Demolición de tabique de placa de cemento.;m2;MO-AYU-ESP · apoyo especializado de obra · 0.3000 h/m2 | MO-AYU · apoyo general de obra · 0.3500 h/m2;0.0000;0.6500;0.6500;0.3500;6;4;MQ-ASPIR,MQ-MART-ELEC,MT-CONS-DEM,MT-SAC-ESC;4.24;5.73;172;;
02.04.01.080;02;Demolición de pared de mampostería estructural.;m2;MO-OF1-ALB · albañilería · 0.5000 h/m2 | MO-AYU-ESP · apoyo especializado de obra · 0.8000 h/m2 | MO-AYU · apoyo general de obra · 0.9000 h/m2;0.5000;1.7000;2.2000;1.0000;6;3;MQ-MART-NEUM,MT-CONS-DEM,MT-SAC-ESC;22.44;30.29;146;;
